Atlanta,Kelly Johnson 
Atlanta,Yunel Escobar 
Atlanta,Chipper Jones 
Atlanta,Brian McCann 
Atlanta,Omar Infante 
Atlanta,Casey Kotchman 
Atlanta,Jeff Francoeur 
Atlanta,Gregor Blanco 
Atlanta,Corky Miller 
Atlanta,Martin Prado 
Atlanta,Greg Norton 
Atlanta,Josh Anderson 
Atlanta,Jair Jurrjens 
Atlanta,Jorge Campillo 
Atlanta,Tim Hudson 
Atlanta,Jo-Jo Reyes 
Atlanta,Charlie Morton 
Atlanta,Will Ohman 
Atlanta,Blaine Boyer 
Atlanta,Jeff Bennett 
Atlanta,Ruben Gotay 
Atlanta,Brandon Jones 
Atlanta,Matt Diaz 
Atlanta,Tom Glavine 
Atlanta,Mike Hampton 
Atlanta,Julian Tavarez 
Atlanta,Manny Acosta 
Atlanta,Buddy Carlyle 
Atlanta,Royce Ring 
Atlanta,Mike Gonzalez 
ChiCubs,Alfonso Soriano
ChiCubs,Ryan Theriot 
ChiCubs,Derrek Lee 
ChiCubs,Aramis Ramirez 
ChiCubs,Kosuke Fukudome
ChiCubs,Mark DeRosa 
ChiCubs,Geovany Soto 
ChiCubs,Reed Johnson 
ChiCubs,Jim Edmonds 
ChiCubs,Henry Blanco 
ChiCubs,Mike Fontenot 
ChiCubs,Ronny Cedeno 
ChiCubs,Ted Lilly 
ChiCubs,Ryan Dempster 
ChiCubs,Carlos Zambrano
ChiCubs,Jason Marquis 
ChiCubs,Rich Harden 
ChiCubs,Carlos Marmol 
ChiCubs,Bobby Howry 
ChiCubs,Kerry Wood 
ChiCubs,Daryle Ward 
ChiCubs,Micah Hoffpauir
ChiCubs,Felix Pie 
ChiCubs,Chad Gaudin 
ChiCubs,Neal Cotts 
ChiCubs,Michael Wuertz 
ChiCubs,Sean Marshall 
ChiCubs,Jon Lieber 
ChiCubs,Jeff Samardzija
ChiCubs,Kevin Hart 
Cincinnati,Jerry Hairston 
Cincinnati,Chris Dickerson 
Cincinnati,Jeff Keppinger 
Cincinnati,Jay Bruce 
Cincinnati,Brandon Phillips 
Cincinnati,Joey Votto 
Cincinnati,Edwin Encarnacion 
Cincinnati,Corey Patterson 
Cincinnati,Paul Bako 
Cincinnati,Javier Valentin 
Cincinnati,Ryan Freel 
Cincinnati,Jolbert Cabrera 
Cincinnati,Bronson Arroyo 
Cincinnati,Edinson Volquez 
Cincinnati,Johnny Cueto 
Cincinnati,Aaron Harang 
Cincinnati,Jeremy Affeldt 
Cincinnati,Francisco Cordero 
Cincinnati,David Weathers 
Cincinnati,Mike Lincoln 
Cincinnati,Ryan Hanigan 
Cincinnati,Paul Janish 
Cincinnati,Andy Phillips 
Cincinnati,Micah Owings 
Cincinnati,Josh Fogg 
Cincinnati,Bill Bray 
Cincinnati,Jared Burton 
Cincinnati,Nick Masset 
Cincinnati,Gary Majewski 
Cincinnati,Kent Mercker 
Colorado,Willy Taveras
Colorado,Clint Barmes
Colorado,Jeff Baker
Colorado,Matt Holliday
Colorado,Brad Hawpe
Colorado,Garrett Atkins
Colorado,Todd Helton
Colorado,Ian Stewart
Colorado,Chris Iannetta
Colorado,Yorvit Torrealba
Colorado,Troy Tulowitzki
Colorado,Ryan Spilborghs
Colorado,Ubaldo Jimenez
Colorado,Aaron Cook
Colorado,Livan Hernandez
Colorado,Jeff Francis
Colorado,Jorge de la Rosa
Colorado,Manuel Corpas
Colorado,Taylor Buchholz
Colorado,Brian Fuentes
Colorado,Omar Quintanilla
Colorado,Jonathan Herrera
Colorado,Scott Podsednik
Colorado,Seth Smith
Colorado,Greg Reynolds
Colorado,Jason Grilli
Colorado,Matt Herges
Colorado,Ryan Speier
Colorado,Luis Vizcaino
Colorado,Glendon Rusch
Houston,Michael Bourn 
Houston,Kaz Matsui 
Houston,Mark Loretta 
Houston,Miguel Tejada 
Houston,Lance Berkman 
Houston,Carlos Lee 
Houston,Hunter Pence 
Houston,Ty Wigginton 
Houston,Geoff Blum 
Houston,Brad Ausmus 
Houston,Humberto Quintero 
Houston,Darin Erstad 
Houston,Randy Wolf 
Houston,Roy Oswalt 
Houston,Brandon Backe 
Houston,Brian Moehler 
Houston,Wandy Rodriguez
Houston,Jose Valverde 
Houston,Doug Brocail 
Houston,Wesley Wright 
Houston,J.R. Towles 
Houston,Jose Castillo 
Houston,David Newhan 
Houston,Shawn Chacon 
Houston,Tim Byrdak 
Houston,LaTroy Hawkins 
Houston,Geoff Geary 
Houston,Chris Sampson 
Houston,Oscar Villarreal 
Houston,Dave Borkowski 
Los Angeles,Matt Kemp 
Los Angeles,Andre Ethier 
Los Angeles,Jeff Kent 
Los Angeles,Manny Ramirez 
Los Angeles,James Loney 
Los Angeles,Russell Martin 
Los Angeles,Angel Berroa 
Los Angeles,Nomar Garciaparra 
Los Angeles,Casey Blake 
Los Angeles,Danny Ardoin 
Los Angeles,Blake DeWitt
Los Angeles,Juan Pierre 
Los Angeles,Derek Lowe 
Los Angeles,Greg Maddux 
Los Angeles,Chad Billingsley
Los Angeles,Hiroki Kuroda 
Los Angeles,Clayton Kershaw
Los Angeles,Jonathan Broxton 
Los Angeles,Joe Beimel 
Los Angeles,Cory Wade 
Los Angeles,Rafael Furcal 
Los Angeles,Chin-Lung Hu 
Los Angeles,Delwyn Young 
Los Angeles,Andruw Jones 
Los Angeles,Brad Penny 
Los Angeles,Chan-Ho Park 
Los Angeles,Hong-Chih Kuo 
Los Angeles,Takashi Saito 
Los Angeles,Scott Proctor 
Los Angeles,Ramon Troncoso 
NY Mets,Jose Reyes
NY Mets,Endy Chavez
NY Mets,Luis Castillo
NY Mets,David Wright
NY Mets,Carlos Beltran
NY Mets,Carlos Delgado
NY Mets,Ryan Church
NY Mets,Nick Evans
NY Mets,Damion Easley
NY Mets,Fernando Tatis
NY Mets,Brian Schneider
NY Mets,Ramon Castro
NY Mets,Johan Santana
NY Mets,Oliver Perez
NY Mets,Mike Pelfrey
NY Mets,John Maine
NY Mets,Pedro Martinez
NY Mets,Pedro Feliciano
NY Mets,Joe Smith
NY Mets,Billy Wagner
NY Mets,Argenis Reyes
NY Mets,Marlon Anderson
NY Mets,Daniel Murphy
NY Mets,Luis Ayala
NY Mets,Aaron Heilman
NY Mets,Scott Schoeneweis
NY Mets,Duaner Sanchez
NY Mets,Jorge Sosa
NY Mets,Brian Stokes
NY Mets,Nelson Figueroa
