Atlanta,Rafael Furcal
Atlanta,Marcus Giles
Atlanta,Gary Sheffield
Atlanta,Chipper Jones
Atlanta,Andruw Jones
Atlanta,Robert Fick
Atlanta,Javy Lopez
Atlanta,Vinny Castilla
Atlanta,Henry Blanco
Atlanta,Julio Franco
Atlanta,Mark DeRosa
Atlanta,Darren Bragg
Atlanta,Greg Maddux
Atlanta,Russ Ortiz
Atlanta,Mike Hampton
Atlanta,Horacio Ramirez
Atlanta,Shane Reynolds
Atlanta,Ray King
Atlanta,Roberto Hernandez
Atlanta,John Smoltz
Atlanta,Johnny Estrada
Atlanta,Matt Franco
Atlanta,Kent Mercker
Atlanta,Kevin Gryboski
Atlanta,Trey Hodges
Atlanta,Jaret Wright
Atlanta,Darren Holmes
Atlanta,Jung-Keun Bong
Atlanta,Jason Marquis
Atlanta,Will Cunnane
ChiCubs,Kenny Lofton
ChiCubs,Mark Grudzielanek
ChiCubs,Sammy Sosa
ChiCubs,Moises Alou
ChiCubs,Aramis Ramirez
ChiCubs,Randall Simon
ChiCubs,Eric Karros
ChiCubs,Damian Miller
ChiCubs,Paul Bako
ChiCubs,Ramon Martinez
ChiCubs,Corey Patterson
ChiCubs,Carlos Zambrano
ChiCubs,Kerry Wood
ChiCubs,Matt Clement
ChiCubs,Mark Prior
ChiCubs,Shawn Estes
ChiCubs,Kyle Farnsworth
ChiCubs,Mike Remlinger
ChiCubs,Joe Borowski
ChiCubs,Hee-Seop Choi
ChiCubs,Tony Womack
ChiCubs,Doug Glanville
ChiCubs,Troy O'Leary
ChiCubs,Tom Goodwin
ChiCubs,Mark Guthrie
ChiCubs,Antonio Alfonseca
ChiCubs,Dave Veres
ChiCubs,Juan Cruz
ChiCubs,Todd Wellemeyer
Cincinnati,D'Angelo Jimenez
Cincinnati,Barry Larkin
Cincinnati,Ray Olmedo
Cincinnati,Sean Casey
Cincinnati,Austin Kearns
Cincinnati,Ken Griffey Jr.
Cincinnati,Adam Dunn
Cincinnati,Russell Branyan
Cincinnati,Ruben Mateo
Cincinnati,Reggie Taylor
Cincinnati,Jason LaRue
Cincinnati,Juan Castro
Cincinnati,Corky Miller
Cincinnati,Paul Wilson
Cincinnati,Danny Graves
Cincinnati,Ryan Dempster
Cincinnati,Jimmy Haynes
Cincinnati,Chris Reitsma
Cincinnati,John Riedling
Cincinnati,Brian Reith
