Atlanta,Rafael Furcal
Atlanta,Marcus Giles
Atlanta,Nick Green
Atlanta,J.D. Drew
Atlanta,Chipper Jones
Atlanta,Johnny Estrada
Atlanta,Adam LaRoche
Atlanta,Julio Franco
Atlanta,Andruw Jones
Atlanta,Eli Marrero
Atlanta,Mark DeRosa
Atlanta,Eddie Perez
Atlanta,Russ Ortiz
Atlanta,John Thomson
Atlanta,Jaret Wright
Atlanta,Mike Hampton
Atlanta,Paul Byrd
Atlanta,Chris Reitsma
Atlanta,Antonio Alfonseca
Atlanta,John Smoltz
Atlanta,Jesse Garcia
Atlanta,Mike Hessman
Atlanta,Charles Thomas
Atlanta,Dewayne Wise
Atlanta,Horacio Ramirez
Atlanta,Tom Martin
Atlanta,Kevin Gryboski
Atlanta,Juan Cruz
Atlanta,Roman Colon
Atlanta,Travis Smith
ChiCubs,Corey Patterson
ChiCubs,Nomar Garciaparra
ChiCubs,Sammy Sosa
ChiCubs,Moises Alou
ChiCubs,Aramis Ramirez
ChiCubs,Derrek Lee
ChiCubs,Todd Walker
ChiCubs,Mark Grudzielanek
ChiCubs,Michael Barrett
ChiCubs,Paul Bako
ChiCubs,Neifi Perez
ChiCubs,Ben Grieve
ChiCubs,Greg Maddux
ChiCubs,Carlos Zambrano
ChiCubs,Matt Clement
ChiCubs,Kerry Wood
ChiCubs,Mark Prior
ChiCubs,Glendon Rusch
ChiCubs,LaTroy Hawkins
ChiCubs,Kent Mercker
ChiCubs,Todd Hollandsworth
ChiCubs,Ramon Martinez
ChiCubs,Jose Macias
ChiCubs,Tom Goodwin
ChiCubs,Sergio Mitre
ChiCubs,Kyle Farnsworth
ChiCubs,Mike Remlinger
ChiCubs,Jon Leicester
ChiCubs,Michael Wuertz
ChiCubs,Ryan Dempster
Cincinnati,Ryan Freel
Cincinnati,Barry Larkin
Cincinnati,Felipe Lopez
Cincinnati,Sean Casey
Cincinnati,Adam Dunn
Cincinnati,Wily-Mo Pena
Cincinnati,Ken Griffey Jr.
Cincinnati,Austin Kearns
Cincinnati,Juan Castro
Cincinnati,D'Angelo Jimenez
Cincinnati,Jason LaRue
Cincinnati,Javier Valentin
Cincinnati,Paul Wilson
Cincinnati,Aaron Harang
Cincinnati,Jose Acevedo
Cincinnati,Brandon Claussen
Cincinnati,John Riedling
Cincinnati,Phil Norton
Cincinnati,Danny Graves
