Atlanta,Rafael Furcal
Atlanta,Marcus Giles
Atlanta,Chipper Jones
Atlanta,Andruw Jones
Atlanta,Adam LaRoche
Atlanta,Julio Franco
Atlanta,Jeff Francoeur
Atlanta,Ryan Langerhans
Atlanta,Johnny Estrada
Atlanta,Brian McCann
Atlanta,Wilson Betemit
Atlanta,Todd Hollandsworth
Atlanta,John Smoltz
Atlanta,Horacio Ramirez
Atlanta,Tim Hudson
Atlanta,Jorge Sosa
Atlanta,John Thomson
Atlanta,Chris Reitsma
Atlanta,Kyle Farnsworth
Atlanta,John Foster
Atlanta,Pete Orr
Atlanta,Kelly Johnson
Atlanta,Brian Jordan
Atlanta,Raul Mondesi
Atlanta,Kyle Davies
Atlanta,Mike Hampton
Atlanta,Jim Brower
Atlanta,Danny Kolb
Atlanta,Blaine Boyer
Atlanta,Adam Bernero
ChiCubs,Jerry Hairston Jr.
ChiCubs,Todd Walker
ChiCubs,Derrek Lee
ChiCubs,Jeromy Burnitz
ChiCubs,Aramis Ramirez
ChiCubs,Nomar Garciaparra
ChiCubs,Corey Patterson
ChiCubs,Matt Murton
ChiCubs,Neifi Perez
ChiCubs,Michael Barrett
ChiCubs,Henry Blanco
ChiCubs,Jose Macias
ChiCubs,Greg Maddux
ChiCubs,Carlos Zambrano
ChiCubs,Mark Prior
ChiCubs,Jerome Williams
ChiCubs,Glendon Rusch
ChiCubs,Michael Wuertz
ChiCubs,Will Ohman
ChiCubs,Ryan Dempster
ChiCubs,Ronny Cedeno
ChiCubs,Enrique Wilson
ChiCubs,Ben Grieve
ChiCubs,Kerry Wood
ChiCubs,Roberto Novoa
ChiCubs,Sergio Mitre
ChiCubs,Todd Wellemeyer
ChiCubs,Cliff Bartosh
ChiCubs,Scott Williamson
ChiCubs,Rich Hill
Cincinnati,Ryan Freel
Cincinnati,Felipe Lopez
Cincinnati,Sean Casey
Cincinnati,Ken Griffey Jr.
Cincinnati,Adam Dunn
Cincinnati,Austin Kearns
Cincinnati,Wily-Mo Pena
Cincinnati,Rich Aurilia
Cincinnati,Javier Valentin
Cincinnati,Jason LaRue
Cincinnati,Edwin Encarnacion
Cincinnati,Jacob Cruz
Cincinnati,Eric Milton
Cincinnati,Aaron Harang
Cincinnati,Ramon Ortiz
Cincinnati,Brandon Claussen
Cincinnati,Luke Hudson
Cincinnati,Kent Mercker
